building_type,climate_zone,year_built,weekly_hours,gfa,fifth_percentile,twenty_fifth_percentile,median,mean,seventy_fifth_percentile,ninety_fifth_percentile,climate_zone_description,year_reported,row_count
Healthcare,3A,All,40-48,"25,000 - 49,999",28.66,46.5,62.0,71.00588235294117,85.4,137.26,Warm Humid,2023,6-29
Healthcare,3A,All,40-48,"5,000 - 9,999",39.54,51.9,66.0,65.03333333333333,80.6,87.92,Warm Humid,2023,6-29
Healthcare,3A,All,40-48,"50,000 - 99,999",63.54,65.2,83.1,93.5111111111111,103.6,158.5,Warm Humid,2023,6-29
Healthcare,3A,All,40-48,All,24.565,53.8,66.5,75.758,86.17500000000001,157.81999999999996,Warm Humid,2023,50-99
Healthcare,3A,All,48.01 - 60,"10,000 - 24,999",5.57,32.175,54.0,64.25555555555556,79.925,173.55,Warm Humid,2023,6-29
Healthcare,3A,All,48.01 - 60,"100,000 - 199,999",37.14,58.2,74.6,76.09411764705882,98.2,111.93999999999998,Warm Humid,2023,6-29
Healthcare,3A,All,48.01 - 60,"200,000 - 499,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,48.01 - 60,"25,000 - 49,999",15.0,50.0,73.9,80.0780487804878,107.2,156.7,Warm Humid,2023,30-49
Healthcare,3A,All,48.01 - 60,"5,000 - 9,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,48.01 - 60,"50,000 - 99,999",27.290000000000003,56.05,76.9,88.53333333333333,99.4,177.59000000000003,Warm Humid,2023,30-49
Healthcare,3A,All,48.01 - 60,All,15.750000000000002,49.875,73.65,78.87903225806451,98.975,162.66499999999996,Warm Humid,2023,100-249
Healthcare,3A,All,60.01 - 84,"1,000 - 4,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,60.01 - 84,"10,000 - 24,999",10.14,36.15,46.7,58.52962962962963,81.6,119.50999999999999,Warm Humid,2023,6-29
Healthcare,3A,All,60.01 - 84,"100,000 - 199,999",31.98,57.05,77.85,83.61363636363636,106.675,161.48999999999998,Warm Humid,2023,6-29
Healthcare,3A,All,60.01 - 84,"200,000 - 499,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,60.01 - 84,"25,000 - 49,999",6.140000000000001,50.3,71.0,75.15471698113207,94.8,131.94,Warm Humid,2023,50-99
Healthcare,3A,All,60.01 - 84,"5,000 - 9,999",14.195,33.975,46.55,48.98,64.55,86.82000000000001,Warm Humid,2023,6-29
Healthcare,3A,All,60.01 - 84,"50,000 - 99,999",40.005,61.25,77.7,81.81142857142858,90.35000000000001,136.84999999999997,Warm Humid,2023,50-99
Healthcare,3A,All,60.01 - 84,All,14.195000000000004,48.9,72.15,74.793,93.15,140.06999999999965,Warm Humid,2023,100-249
Healthcare,3A,All,84.01-167,"1,000 - 4,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,84.01-167,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,84.01-167,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,84.01-167,"200,000 - 499,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,84.01-167,"25,000 - 49,999",29.740000000000002,60.4,82.1,94.03333333333333,100.7,197.33999999999992,Warm Humid,2023,6-29
Healthcare,3A,All,84.01-167,"50,000 - 99,999",62.875,70.35,73.75,81.76666666666667,90.05000000000001,112.1,Warm Humid,2023,6-29
Healthcare,3A,All,84.01-167,All,18.490000000000002,60.599999999999994,79.5,86.70434782608696,98.45,141.26999999999998,Warm Humid,2023,6-29
Healthcare,3A,All,All,"1,000 - 4,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,All,"10,000 - 24,999",6.2,35.8,51.8,62.96393442622951,81.9,160.6,Warm Humid,2023,50-99
Healthcare,3A,All,All,"100,000 - 199,999",33.6,59.150000000000006,81.3,89.1686274509804,112.19999999999999,171.55,Warm Humid,2023,50-99
Healthcare,3A,All,All,"200,000 - 499,999",58.60000000000001,75.6,86.4,103.94615384615385,118.9,196.21999999999994,Warm Humid,2023,6-29
Healthcare,3A,All,All,"25,000 - 49,999",14.3,50.8,71.6,80.94881889763779,99.1,172.54999999999976,Warm Humid,2023,100-249
Healthcare,3A,All,All,"5,000 - 9,999",22.36,39.1,49.9,54.53529411764706,71.45,93.38499999999999,Warm Humid,2023,30-49
Healthcare,3A,All,All,"50,000 - 99,999",40.095,60.925,78.05,85.3378787878788,95.325,160.83999999999995,Warm Humid,2023,100-249
Healthcare,3A,All,All,All,15.025,51.8,73.65,79.2149289099526,96.35000000000001,164.27,Warm Humid,2023,250-500
Healthcare,3A,All,Fewer than 40,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,Fewer than 40,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,Fewer than 40,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,Fewer than 40,"50,000 - 99,999",58.45,80.25,89.05,87.45,93.725,115.2,Warm Humid,2023,6-29
Healthcare,3A,All,Fewer than 40,All,42.65,53.875,69.45,73.09,90.675,109.59999999999997,Warm Humid,2023,6-29
Healthcare,3A,All,Open Continuously,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,Open Continuously,"100,000 - 199,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,Open Continuously,"200,000 - 499,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,Open Continuously,"25,000 - 49,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,Open Continuously,"50,000 - 99,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,All,Open Continuously,All,72.17,117.6,139.1,145.07333333333332,177.39999999999998,219.68999999999997,Warm Humid,2023,6-29
Healthcare,3A,Before 1946,48.01 - 60,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,Before 1946,48.01 - 60,All,,,,,,,Warm Humid,2023,≤5
Healthcare,3A,Before 1946,All,"10,000 - 24,999",,,,,,,Warm Humid,2023,≤5
Healthcare,3A,Before 1946,All,All,,,,,,,Warm Humid,2023,≤5
Healthcare,3B,1946-1959,40-48,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,40-48,All,,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,48.01 - 60,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,48.01 - 60,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,48.01 - 60,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,48.01 - 60,All,,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,60.01 - 84,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,60.01 - 84,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,60.01 - 84,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,60.01 - 84,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,60.01 - 84,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,60.01 - 84,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,60.01 - 84,All,40.57,53.275,60.849999999999994,75.3,84.275,141.27499999999998,Warm Dry,2023,6-29
Healthcare,3B,1946-1959,All,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,All,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,All,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,All,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,All,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,All,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1946-1959,All,All,41.41,55.15,61.9,71.00833333333334,74.525,126.57499999999995,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,40-48,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,40-48,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,40-48,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,40-48,All,31.299999999999997,52.1,58.9,69.04545454545455,89.1,112.95,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,48.01 - 60,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,48.01 - 60,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,48.01 - 60,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,48.01 - 60,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,48.01 - 60,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,48.01 - 60,"50,000 - 99,999",44.550000000000004,63.5,73.9,82.03333333333333,98.05000000000001,127.09999999999994,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,48.01 - 60,All,31.325,41.95,73.1,80.940625,106.325,158.105,Warm Dry,2023,30-49
Healthcare,3B,1960-1979,60.01 - 84,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,60.01 - 84,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,60.01 - 84,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,60.01 - 84,"25,000 - 49,999",24.78,37.2,44.2,66.0111111111111,101.1,112.88,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,60.01 - 84,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,60.01 - 84,"50,000 - 99,999",60.11,87.19999999999999,98.3,101.59333333333333,109.0,156.47,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,60.01 - 84,All,27.125,52.9,93.75,84.46666666666667,108.85,143.45,Warm Dry,2023,30-49
Healthcare,3B,1960-1979,84.01-167,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,84.01-167,All,,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,All,"10,000 - 24,999",26.549999999999997,38.3,47.2,70.49090909090908,102.95,146.55,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,All,"100,000 - 199,999",42.3,66.05000000000001,75.2,82.74545454545455,103.44999999999999,127.35,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,All,"200,000 - 499,999",37.1,41.75,78.9,90.01666666666667,108.32499999999999,175.875,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,All,"25,000 - 49,999",21.740000000000002,40.05,55.5,65.96842105263158,97.4,116.63999999999994,Warm Dry,2023,6-29
Healthcare,3B,1960-1979,All,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,All,"50,000 - 99,999",48.72,71.85,95.3,92.29411764705883,108.35,157.16499999999996,Warm Dry,2023,30-49
Healthcare,3B,1960-1979,All,All,28.86,47.95,76.8,80.41445783132531,107.05,150.42999999999992,Warm Dry,2023,50-99
Healthcare,3B,1960-1979,Fewer than 40,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,Fewer than 40,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1960-1979,Fewer than 40,All,,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,40-48,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,40-48,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,40-48,"25,000 - 49,999",35.89,46.375,73.2,92.7,138.75,175.91499999999996,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,40-48,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,40-48,"50,000 - 99,999",50.855,59.800000000000004,69.8,72.6625,84.69999999999999,98.3,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,40-48,All,34.74,51.6,65.0,75.188,81.4,156.31999999999996,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,48.01 - 60,"10,000 - 24,999",33.72,39.0,59.3,125.975,131.5,375.65999999999985,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,48.01 - 60,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,48.01 - 60,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,48.01 - 60,"25,000 - 49,999",19.740000000000002,49.1,69.2,83.17058823529412,112.7,178.35999999999999,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,48.01 - 60,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,48.01 - 60,"50,000 - 99,999",35.3,47.1,78.0,82.58571428571429,122.2,137.1,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,48.01 - 60,All,30.25,46.075,66.5,85.9625,105.45,179.625,Warm Dry,2023,50-99
Healthcare,3B,1980-1999,60.01 - 84,"10,000 - 24,999",18.98,53.2,60.7,71.55714285714286,81.65,141.25999999999996,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,60.01 - 84,"100,000 - 199,999",30.79,41.25,72.0,78.24666666666667,96.6,152.95999999999998,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,60.01 - 84,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,60.01 - 84,"25,000 - 49,999",38.53,47.050000000000004,59.349999999999994,66.2,86.075,107.22499999999998,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,60.01 - 84,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,60.01 - 84,"50,000 - 99,999",36.145,59.8,82.55,87.78235294117647,114.9,146.49999999999994,Warm Dry,2023,30-49
Healthcare,3B,1980-1999,60.01 - 84,All,35.11,53.675,75.0,82.74625,106.27499999999999,164.57999999999998,Warm Dry,2023,50-99
Healthcare,3B,1980-1999,84.01-167,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,84.01-167,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,84.01-167,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,84.01-167,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,84.01-167,All,31.32,72.2,84.9,93.66666666666667,122.3,166.56,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,All,"10,000 - 24,999",7.4750000000000005,36.0,59.150000000000006,90.58333333333333,85.525,252.45999999999964,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,All,"100,000 - 199,999",33.58,55.7,65.8,77.75217391304348,93.1,151.45999999999998,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,All,"200,000 - 499,999",39.555,65.05000000000001,88.9,107.75,136.65,210.785,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,All,"25,000 - 49,999",24.67,46.150000000000006,62.85,76.65625,93.675,168.19,Warm Dry,2023,30-49
Healthcare,3B,1980-1999,All,"5,000 - 9,999",42.315000000000005,54.825,63.3,63.2375,72.47500000000001,82.545,Warm Dry,2023,6-29
Healthcare,3B,1980-1999,All,"50,000 - 99,999",35.754999999999995,58.375,80.1,85.90588235294118,112.9,138.01,Warm Dry,2023,50-99
Healthcare,3B,1980-1999,All,All,32.54,50.2,70.6,82.70404624277457,103.5,171.26000000000002,Warm Dry,2023,100-249
Healthcare,3B,1980-1999,Fewer than 40,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,Fewer than 40,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,1980-1999,Fewer than 40,All,,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,40-48,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,40-48,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,40-48,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,40-48,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,40-48,All,18.634999999999998,43.025,68.75,80.99,90.025,188.3649999999999,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,48.01 - 60,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,48.01 - 60,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,48.01 - 60,"25,000 - 49,999",38.849999999999994,54.825,66.25,73.66111111111111,80.75,128.0499999999999,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,48.01 - 60,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,48.01 - 60,"50,000 - 99,999",53.8,69.6,77.7,106.2,145.9,209.41999999999987,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,48.01 - 60,All,39.519999999999996,56.349999999999994,71.35,84.6,84.725,172.90499999999997,Warm Dry,2023,30-49
Healthcare,3B,2000-2009,60.01 - 84,"10,000 - 24,999",17.1,46.05,58.8,136.96363636363637,71.44999999999999,533.4,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,60.01 - 84,"100,000 - 199,999",42.7,74.5,98.5,104.8923076923077,130.2,184.33999999999992,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,60.01 - 84,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,60.01 - 84,"25,000 - 49,999",38.08,45.4,55.0,59.56153846153846,73.4,91.79999999999997,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,60.01 - 84,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,60.01 - 84,"50,000 - 99,999",41.1,66.7,80.6,88.1952380952381,87.6,177.7,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,60.01 - 84,All,29.38,52.625,74.2,94.66451612903226,98.3,205.15499999999986,Warm Dry,2023,50-99
Healthcare,3B,2000-2009,84.01-167,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,84.01-167,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,84.01-167,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,84.01-167,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,84.01-167,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,84.01-167,All,42.8,72.15,81.9,94.99090909090908,100.0,180.39999999999998,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,All,"10,000 - 24,999",9.465,48.175,65.6,115.435,84.625,273.0050000000005,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,All,"100,000 - 199,999",46.330000000000005,70.05000000000001,93.9,99.24347826086957,118.89999999999999,172.12999999999997,Warm Dry,2023,6-29
Healthcare,3B,2000-2009,All,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,All,"25,000 - 49,999",35.58,44.7,63.1,70.23846153846154,83.15,133.33000000000007,Warm Dry,2023,30-49
Healthcare,3B,2000-2009,All,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,All,"50,000 - 99,999",41.585,67.425,78.55000000000001,95.25952380952381,98.475,183.30499999999998,Warm Dry,2023,30-49
Healthcare,3B,2000-2009,All,All,29.965,55.925,74.5,91.11692307692307,98.3,188.10999999999999,Warm Dry,2023,100-249
Healthcare,3B,2000-2009,Fewer than 40,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,Fewer than 40,All,,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,Open Continuously,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,Open Continuously,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2000-2009,Open Continuously,All,,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,40-48,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,40-48,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,40-48,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,40-48,All,18.55,25.575,57.45,64.85,87.975,130.55,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,48.01 - 60,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,48.01 - 60,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,48.01 - 60,"25,000 - 49,999",40.475,68.35,92.05,111.98333333333333,165.55,200.125,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,48.01 - 60,"50,000 - 99,999",22.240000000000002,40.65,53.5,82.575,119.05,184.45999999999995,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,48.01 - 60,All,26.974999999999998,46.825,73.75,93.63125,120.02499999999999,206.7,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,60.01 - 84,"10,000 - 24,999",41.49,63.550000000000004,78.7,74.18571428571428,90.55,96.85,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,60.01 - 84,"100,000 - 199,999",40.55,77.65,82.3,112.7,116.4,245.41999999999996,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,60.01 - 84,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,60.01 - 84,"25,000 - 49,999",14.504999999999999,28.4,66.25,77.51,105.525,179.95,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,60.01 - 84,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,60.01 - 84,"50,000 - 99,999",64.96000000000001,88.4,108.5,129.9,188.6,206.88,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,60.01 - 84,All,29.299999999999997,67.30000000000001,88.1,103.39636363636363,119.85,212.58999999999997,Warm Dry,2023,50-99
Healthcare,3B,2010 and after,84.01-167,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,84.01-167,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,84.01-167,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,84.01-167,All,36.45,57.1,75.95,103.2125,152.725,202.90499999999997,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,All,"10,000 - 24,999",27.715,40.225,73.30000000000001,66.42,88.325,96.02499999999999,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,All,"100,000 - 199,999",40.7,76.1,82.3,115.37647058823529,121.8,240.87999999999997,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,All,"200,000 - 499,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,All,"25,000 - 49,999",17.330000000000002,30.65,67.7,83.2,112.85,193.6,Warm Dry,2023,6-29
Healthcare,3B,2010 and after,All,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,All,"50,000 - 99,999",39.63,62.925000000000004,94.75,112.02,160.975,207.57,Warm Dry,2023,30-49
Healthcare,3B,2010 and after,All,All,23.139999999999997,57.8,82.0,97.3632183908046,119.85,210.85,Warm Dry,2023,50-99
Healthcare,3B,2010 and after,Open Continuously,"25,000 - 49,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,Open Continuously,"50,000 - 99,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,2010 and after,Open Continuously,All,,,,,,,Warm Dry,2023,≤5
Healthcare,3B,All,40-48,"10,000 - 24,999",21.009999999999998,28.25,34.5,70.78571428571429,73.6,192.72999999999988,Warm Dry,2023,6-29
Healthcare,3B,All,40-48,"100,000 - 199,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,All,40-48,"25,000 - 49,999",17.790000000000003,42.324999999999996,58.15,72.88181818181818,88.0,158.105,Warm Dry,2023,6-29
Healthcare,3B,All,40-48,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,All,40-48,"50,000 - 99,999",50.3,61.2,80.6,82.82352941176471,98.8,119.51999999999998,Warm Dry,2023,6-29
Healthcare,3B,All,40-48,All,21.82,45.2,61.2,73.37735849056604,90.2,151.55999999999997,Warm Dry,2023,50-99
Healthcare,3B,All,48.01 - 60,"10,000 - 24,999",30.58,41.0,71.4,99.7421052631579,115.0,240.13999999999947,Warm Dry,2023,6-29
Healthcare,3B,All,48.01 - 60,"100,000 - 199,999",44.88,60.0,65.2,74.26153846153846,75.6,128.19999999999987,Warm Dry,2023,6-29
Healthcare,3B,All,48.01 - 60,"200,000 - 499,999",37.14,37.625,60.1,78.4,96.32499999999999,164.61999999999995,Warm Dry,2023,6-29
Healthcare,3B,All,48.01 - 60,"25,000 - 49,999",23.675,49.375,69.6,82.33043478260869,109.225,189.55,Warm Dry,2023,30-49
Healthcare,3B,All,48.01 - 60,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,All,48.01 - 60,"50,000 - 99,999",37.085,56.375,75.9,87.36896551724138,111.05,166.45000000000002,Warm Dry,2023,50-99
Healthcare,3B,All,48.01 - 60,All,32.0,50.2,71.3,84.92751677852348,106.0,188.19999999999996,Warm Dry,2023,100-249
Healthcare,3B,All,60.01 - 84,"10,000 - 24,999",17.7,45.35,59.3,92.70645161290322,87.8,137.95,Warm Dry,2023,30-49
Healthcare,3B,All,60.01 - 84,"100,000 - 199,999",34.12,67.7,83.2,100.4,121.8,216.22,Warm Dry,2023,30-49
Healthcare,3B,All,60.01 - 84,"200,000 - 499,999",47.295,68.0,96.9,115.59166666666667,162.675,213.035,Warm Dry,2023,6-29
Healthcare,3B,All,60.01 - 84,"25,000 - 49,999",25.290000000000003,42.025,59.3,66.10961538461538,86.25,113.78,Warm Dry,2023,50-99
Healthcare,3B,All,60.01 - 84,"5,000 - 9,999",20.200000000000003,55.8,60.8,63.25555555555555,81.7,97.88,Warm Dry,2023,6-29
Healthcare,3B,All,60.01 - 84,"50,000 - 99,999",39.085,67.35,88.0,98.08295454545454,116.0,194.25499999999994,Warm Dry,2023,50-99
Healthcare,3B,All,60.01 - 84,All,29.9,55.7,79.9,90.53485477178424,106.8,194.8,Warm Dry,2023,100-249
Healthcare,3B,All,84.01-167,"10,000 - 24,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,All,84.01-167,"100,000 - 199,999",51.480000000000004,68.9,88.0,98.68888888888888,99.5,188.7,Warm Dry,2023,6-29
Healthcare,3B,All,84.01-167,"25,000 - 49,999",15.96,55.4,70.0,72.8875,91.80000000000001,133.39,Warm Dry,2023,6-29
Healthcare,3B,All,84.01-167,"5,000 - 9,999",,,,,,,Warm Dry,2023,≤5
Healthcare,3B,All,84.01-167,"50,000 - 99,999",38.019999999999996,78.0,122.3,119.76666666666667,177.2,187.68,Warm Dry,2023,6-29
